Id,UID,Type,IdPlan,TurnOn,Hacked,Traffic
316830,f2eadeea-29d4-43b7-b436-cdf4e7e5282c,P,0,True,True,20939287184
130852,6ddc7a5e-be8f-40ad-86bb-a5e4700de4f9,P,1,True,True,5182380944
544015,fa164a86-58d8-475a-b2d7-42314c54b1b7,P,2,True,True,3630892368
222766,2a8c443a-9306-45a9-a114-e3fd0fbd3eb8,P,6,True,True,3463959040
282287,d3347295-9814-4db4-a9c4-998ef66db223,P,5,True,True,12189910624
36240,532caba2-8763-44c6-b738-a5c149d469a5,P,7,True,True,24356226496
199045,bb6094af-e549-4234-9b3c-f4770b92cf75,P,0,True,True,12083614888
403970,4d978198-c4e8-4c9f-bc14-38e50982859b,P,4,True,True,18004994992
84337,1a2bbd92-69dc-4084-b92e-4228f45ba480,P,5,True,True,10367258096
87629,289c97d4-db72-483a-a425-8b32a287bcb1,P,0,True,True,10657662288
509729,f1c5d12a-f2b5-4b0b-bdd7-8abe7f802e34,P,1,True,True,14526146784
276361,66920576-b914-40ca-870f-b552ac0e8393,P,4,True,True,2208516800
981289,73bf8763-dab4-490d-bfcf-f6db5a13f2f6,P,7,True,True,6462387920
378511,7a095af2-e77b-46a9-be0e-c6308f53c7d5,P,3,True,True,5512787256
348833,3acb3e66-e8e3-4c93-a0ae-559e6b191099,P,2,True,True,656082416
567084,d411f85f-b779-49c0-a85c-606ea2334262,C,10,True,True,81744442480
431832,b8239958-94f5-46d4-9584-138001f947fe,C,11,True,True,47902153304
196697,39e29da6-8506-45f8-907a-1839974da88b,P,7,True,True,1015671848
532736,57676680-a0ca-4c31-b9f7-e4c806f1691d,P,1,True,True,9343825128
700972,709ed6e9-8d70-4197-bade-4d6edd960d89,C,12,True,True,68651377792
849179,e66b8566-5c75-4c78-8d14-e45f889c1225,P,7,True,True,6747251632
895180,d183ec10-b778-4f4c-a364-2f8aa3f67f14,P,6,True,True,2920386320
827879,f42a8f56-404d-4c16-ac81-f454481f71a5,P,4,True,True,1681902176
460764,8228c3e5-b5ad-4e15-941f-9e998117425d,P,3,True,True,12864575448
41045,c581dd05-5b21-4639-ad1a-2709c7773ec5,P,7,True,True,17520467584
63089,2fa32602-f1c8-42c9-8cd9-e4096fb46aee,P,1,True,True,3255004960
533624,b3e14607-0c88-49aa-8d11-be5f5c1f3030,P,6,True,True,11827200560
601254,d92843e9-8763-4019-acf9-442eece8ff7b,P,2,True,True,3334185416
685033,a7ce9153-09e4-437b-b0ff-30407054d191,P,0,True,True,4754356080
726558,ea450f4d-6ee1-40e5-bfa0-f3ce2b1c2a36,P,7,True,True,11955114016
501644,84677655-ce8b-4294-af6b-f551a3aadb38,P,2,True,True,8221893104
678081,be34b84f-d9fd-4181-8478-bfd3bdb47cb6,P,1,True,True,17845082888
743177,352c23ec-ca77-4b17-b210-0c7bc92cabd7,P,7,True,True,6856106632
112740,d006780e-058a-492a-b2df-315319c05a9b,P,0,True,True,8980547072
870749,756dde41-e85a-4b9b-86ec-3b0e858b830e,P,7,True,True,8796131608
43543,0a4e846a-ddea-4f89-8f41-59b39fbcf5bb,P,3,True,True,934994680
672244,0a7fc3af-8288-41a9-a017-f3abbfbd0949,P,2,True,True,1335453320
454457,418296a0-821d-45d4-81be-b17ee314f563,P,1,True,True,13748227688
154052,7271421f-b87e-49f8-887d-5f72f989d9e0,P,7,True,True,1661470952
302554,a0734610-fa5c-4826-a438-a1d70a211896,P,1,True,True,1683695456
451115,2673ccfe-da9a-4240-b72d-81b866e88b6c,P,7,True,True,2005281720
353617,ea688f79-8977-4147-bf8a-4920427923e9,C,10,True,True,18147970208
891879,8cc8e8b6-1498-49bb-ac13-3066e76eb8c4,P,1,True,True,2072769752
618054,fa5d87a0-6b3b-472a-8acc-503d85b7902e,P,5,True,True,7392204160
527782,68b06688-4068-4047-80e8-30e69ee2f152,P,0,True,True,6420967472
918434,241fbf62-1fa6-426e-8283-59e426837600,P,5,True,True,1625641600
366147,ea3d709c-d59b-48cb-8780-cf076ea7b382,P,7,True,True,841102688
901821,f592bc76-fc19-4066-9dbb-d8caee0f54b9,P,6,True,True,4459389224
720375,21702a38-57fa-43fe-8009-580808dad7fa,P,0,True,True,20416142144
694252,0de3d1c4-cd9a-4ea3-a4eb-d216bb554b06,P,7,True,True,1733689272
576587,fe851d3b-1215-4d24-b3d3-2bc63a1049d3,C,12,True,True,7896536752
537204,e161aa80-c785-40d0-a0ae-8063cc68750e,P,0,True,True,29093953848
881368,0093c064-fbd9-4601-8256-44ff7f87d45c,P,0,True,True,6981615992
908940,54e5be59-6a2f-41fa-91a9-78d7a5298a3c,P,3,True,True,3622877160
546786,ae875784-f38e-4d5a-9cea-461a0fb33e88,P,7,True,True,10575565304
679685,b36d44ad-400d-43aa-a17b-dfa6c3bc4df3,P,1,True,True,2019103328
732165,4ffffff5-538b-49c6-a637-55b7922853f0,P,2,True,True,14462117200
20086,f85abac1-5fa8-4b98-b004-aa437333b79d,P,7,True,True,441819864
99750,2ecbbe47-4fad-4a99-97f8-05f7df254732,P,7,True,True,2635066640
335571,5318238d-a058-4853-a021-62bf50a66bf4,P,3,True,True,8706387624
752150,6e793022-d776-4dac-ada0-02370323c8cb,C,10,True,True,81856641904
254734,fe4b90b4-2d9f-4f07-9457-8dd8ac3da1e2,P,6,True,True,1938815304
81751,74fab92a-c865-465a-b796-962a8044fd1e,P,6,True,True,8812742120
946976,e957ae30-c07d-439d-9b32-e6481ded7bb9,P,4,True,True,13230293320
659446,e76b998f-34d7-4a4f-af41-f66b0668356d,P,4,True,True,10851381072
482196,87d38ff0-73f0-42e4-978f-b7a213466ce9,P,1,True,True,11320227496
926346,02597f16-0814-44f4-b5d3-88e1c929b31e,P,7,True,True,1386791952
247267,c10f9ce7-c1fc-4eb7-a677-9314fcc335e4,P,0,True,True,1639064992
887812,26da9f2a-a2c9-41e4-aa59-5f84fbba822a,P,0,True,True,13028140024
93695,3133410b-fc4d-4b24-8b50-c0eedbb929fc,C,11,True,True,353397608
481924,a1453508-15ff-454d-b30e-29a8694e35a9,P,0,True,True,9290983264
148760,07ffa428-4862-4338-b2e8-bd32efc2a019,P,0,True,True,1995488392
520357,b1a8bcbc-1ed6-4316-8275-e208e42e3ad4,P,3,True,True,9793531960
733599,ae14d28a-adeb-485b-9a38-96a69939a5e5,C,11,True,True,47360773872
435671,daddf070-d5f2-4c67-a09a-9d776c96d638,P,4,True,True,5968997568
838878,9ad01bbf-fb96-40da-943b-eacc13f3e311,C,10,True,True,314848024432
443371,62450ced-7405-4182-ad1d-2c4e12d55a7b,P,0,True,True,8004672968
182150,94d82552-9a81-4f50-ad3c-8302c04ccb57,P,7,True,True,46953153168
979317,c0868219-059d-443c-b8ba-753b2adff5bf,P,3,True,True,47917216
725683,34a18f8a-55f7-4b00-8927-88fd7a8eb166,P,2,True,True,957250888
698369,e4cf79a5-bc41-4ff2-ae66-aecb4f47a7c1,C,10,True,True,58760841040
994620,1bc2fa3e-f14b-4945-8b6e-a5c2d973ab80,P,1,True,True,5000548704
880580,677cba60-88e5-4914-98a8-e362c86948f1,P,6,True,True,18868166512
174139,862ec321-c837-472f-9fef-9cd62be6dbb6,P,5,True,True,3006388216
252448,f9beda8a-283c-4429-a35a-5cc7a8d2c49e,C,10,True,True,145708403464
638696,a30ab88b-7ad2-475a-a6c5-1a5a0e12ae18,P,7,True,True,1497605632
466885,2df43989-0ed7-4d6e-be04-9dd8ea0a224f,P,6,True,True,6431851224
886086,9b5128dc-3e4e-4b9d-8124-9b2c9b0759b5,P,2,True,True,6306834352
271244,fb176a64-dbd3-4084-bc24-0683c71fa70a,C,11,True,True,88151360952
270842,14c7e744-c3e2-47ce-a475-4c3d3ab7f56b,P,4,True,True,17958695488
180557,b831ad54-64af-4d09-9ed9-67103f4c8c79,C,12,True,True,108683673808
347405,451f0ce9-ffce-4ee8-b0f9-5746f589a4ef,C,10,True,True,108167515824
220421,59a7358a-727a-483e-a18b-825221596a7c,P,4,True,True,3319505568
949024,fb36eb90-52be-4146-9dc8-bb3c8b7bb878,P,3,True,True,9965207616
717565,39fb1ce8-1b76-4835-8463-dec411dfc74e,C,10,True,True,16025000864
314589,d9edd3ce-d22b-45ae-8d3d-df09ebbcf8fd,P,7,True,True,1439949344
952004,2ba57137-6aa4-49e4-9c33-c865b4967458,C,10,True,True,107476373088
388734,b90c5b42-4584-4a99-8b6e-5c950bca816a,C,12,True,True,94524049904
736707,72fad588-0eb9-4830-828b-5a1d0ee62870,P,1,True,True,13112396880
347063,cebd7257-c0d4-4125-95bc-0b212de89c54,P,1,True,True,784903928
365352,cfc96960-239d-4625-a029-b6086e851327,P,7,True,True,27462053120
110554,2ea28de1-ee29-4efb-93e1-646b004a95d2,P,4,True,True,16245365152
929140,6cc25876-bf91-40c1-8ca9-82b889121328,P,4,True,True,20615984840
416343,cab76fbd-2bfc-4000-b5cd-6923ae973d0b,C,12,True,True,75555710728
251698,4f6a50bc-402e-4c91-bb4a-22b5720af84e,P,7,True,True,1138733408
908047,b6166f63-87a6-4d96-aeaa-f20f3facd3b7,P,2,True,True,6688111232
972759,8a39fb3e-96ce-4aee-ad41-dda7662c5a64,P,1,True,True,3579789336
186825,3f6b6825-cbfb-44d2-8208-8d27ce7fcc0d,P,2,True,True,652744240
674285,a237758d-c0a8-49b3-825e-433d8ad87743,P,2,True,True,47107048
367745,9ab9018f-195b-4370-99ee-d194f97883f7,P,2,True,True,2583947232
943755,b3d87eb6-5df0-4526-9976-ec3f964e100b,C,10,True,True,35367357056
162988,c1a2ca0d-9855-478f-bcc5-ae9e8df28830,C,11,True,True,53488636608
254748,3a78ddf6-4711-4a1f-8acb-4a0e1bb28f78,P,0,True,True,4899536872
350097,adf69700-fe3b-427c-8acc-241edf90c9c5,P,5,True,True,8894452120
328238,fd25ce11-904a-4850-9ba9-14bd4aec6630,P,4,True,True,3110896632
792970,58810cf0-4956-4a0d-829f-01beef93130e,P,1,True,True,2306973464
365446,ec776329-8b76-4c95-a070-7e90d208eb1c,C,12,True,True,4117655960
784964,2b0654cd-98ca-4d98-856f-6ee80b007b4d,P,2,True,True,2336920672
307761,52ba83b9-a27d-4639-a59d-4b8bc8438793,C,11,True,True,15007439672
433719,5cf4adf0-b720-4aa8-abef-96169c942497,P,4,True,True,10514213552
23621,e9543a4f-60fd-48bb-9b73-d037f7247192,P,2,True,True,7856223320
788797,5f2d6445-0453-4ce0-9ae2-704cb3e9056c,P,5,True,True,3107518784
148005,e8057da2-0dee-4b0b-b493-4a2ba2ec24dd,P,5,True,True,8993921856
182341,f90fa718-dbaf-4641-952d-080f121fafb1,P,1,True,True,1644772136
333265,117770e7-a7be-4409-b49a-d4b8400fb502,P,0,True,True,20745531472
884427,66cf9029-40ac-4525-83c2-87e7b1c72e90,P,3,True,True,8790099168
217137,6a607e58-ce16-4f0c-a652-cca86e6de432,P,5,True,True,9471263888
810200,b5ec26d0-57a4-464a-8910-d94980f04798,P,0,True,True,14079825104
129920,887d2782-8f89-4625-bb71-d881a6090b9f,P,6,True,True,1850655880
645386,51b21de7-da4f-4e94-b8fa-9effbe9a2c96,P,4,True,True,4205287648
841088,976318a3-24d8-40b4-8b49-1de13d9cebc3,P,4,True,True,6066497712
649837,a50bac34-fc4c-4c2e-ae0d-d013eae96cd7,P,5,True,True,209586680
614755,dfbf0257-a93b-4cd5-ae91-2aead7d190d4,P,6,True,True,18476180696
973682,fa7d4ebb-de72-4488-9302-4b28ff7d88d9,C,12,True,True,37636539592
361933,936868d9-3ad8-40ba-9b10-1c2e57c1173f,P,0,True,True,1993260664
754805,d4652390-3305-4867-a0f4-6c1b839cb8f5,C,10,True,True,69126839336
42546,de47581c-c423-4304-a6b7-9af3a521fcaa,P,6,True,True,4749307528
928872,bc0f5006-64cf-4abb-b8e2-7773496b761c,P,6,True,True,20767782496
230673,7a993082-2a11-4b08-a133-3d69811ef191,C,12,True,True,46642901976
684210,72cbbd3d-6af1-4924-a3f0-c469fa2590bf,P,1,True,True,16085673896
277991,32f193db-479a-41f3-951c-169d51cc538e,P,5,True,True,1385746048
989518,1eda4055-da54-4bfe-9f3d-695d7ace718b,P,4,True,True,17607224984
988149,1e9dee91-6118-4f97-beaa-bccab4e28339,P,6,True,True,2737138536
163748,271f4885-819b-4bf3-abee-865e1089fc68,P,5,True,True,21286255048
190217,168949ed-0805-4756-a531-f1b869d665b6,P,5,True,True,7311210856
516968,cddde6af-f5ea-45bb-a747-acfc27aea269,P,0,True,True,7860674416
998691,e746c5f7-5e76-47c2-b7e3-f8a5ef302706,P,5,True,True,28061733240
737695,ef9c783f-6305-495b-a6bc-8c6880a0c181,P,2,True,True,12905339824
268333,1ee284f6-e012-483f-a3bc-962bb0052913,P,6,True,True,6981787680
239836,cf37aa5a-631c-497f-9060-c64a790f96a6,C,12,True,True,63167694384
903296,a06b6274-d994-458e-8d85-656e6d404bc0,P,5,True,True,5551799160
922823,61a2b3f4-ba9c-4146-8358-61de1f592bab,P,0,True,True,1122496008
692230,37b9d255-89ef-4c73-999f-3b11acfcf6ce,P,5,True,True,11985828384
529108,5ab46a40-1b6a-4370-ac12-efdc72bdb1fd,P,3,True,True,1718902600
141773,20596733-0321-4310-8131-ceadbbc1d19c,P,2,True,True,7088026280
796711,12a02b7f-6a52-4b4c-a60d-4878516fdd69,P,7,True,True,6298925944
187865,19207951-64b3-43c5-9857-cf6efa6dbd36,P,7,True,True,270238320
379849,a18eef1e-f7c6-4c7d-8b40-fd4fdbdf9ba8,P,1,True,True,12144036584
393810,2e1d4a02-5da7-4987-8370-7b8c3da78ca6,P,4,True,True,3503066992
397051,d4149fe6-4301-4943-86ec-1e9555542d7e,P,3,True,True,4963674560
849833,31d81a42-968e-4641-8250-6687aad36447,P,6,True,True,5432119048
557466,6880ac91-3502-4e5f-892b-f3804960c906,P,4,True,True,26160269488
453963,a997ecee-f508-4455-baac-5bc0bb136706,C,11,True,True,19464951712
464469,e1f3b1a2-9799-411c-a5d9-118a7e6b5022,P,1,True,True,305728416
4828,b41ee215-7ca0-414f-8fd2-4409e696694a,C,11,True,True,79471280120
992747,8d47882b-aca7-45c5-9a3e-19fc39b2544d,P,1,True,True,1386409088
76779,20338848-7949-42ca-b3b6-0d009e8df45c,P,3,True,True,9023519992
951758,d3f5e84b-035f-428d-8da5-fde661ea5556,P,3,True,True,20681819352
344729,47f57463-7bfb-438a-b65f-b3d6aa61fe81,P,4,True,True,8815434320
539229,fedae67f-515c-4044-aed0-577e9e981fea,C,10,True,True,28125506208
649660,145af931-ef38-4e55-b428-c0e0ddf0e483,C,11,True,True,96638316360
679279,74d2b330-623a-4dd5-82da-705e33b40437,P,7,True,True,5784365272
181501,4a7f8fbb-ec8c-47cd-be0d-ced8f20fd1ae,P,2,True,True,181212432
646082,a799e24c-538a-4667-b925-a48602d2d689,P,4,True,True,2639566736
857767,75f0792d-a0a7-4891-b740-09975e60199b,P,7,True,True,3523246184
869752,512e57c5-498d-4dd4-bdff-836d5aa52ccd,P,1,True,True,1131204096
322486,c9d5eb80-a3f1-4fc3-9976-4819e7ab56f5,P,3,True,True,10490253888
519841,72f70b82-226a-4b9e-9718-43270cf3d7e1,P,0,True,True,4422815928
209818,4a0cec0b-2031-4b7b-aa7b-6770810c3e93,C,10,True,True,23939140552
547145,d8e6a2c9-31f4-4f17-b848-308db959b6bc,P,3,True,True,15834618336
199115,bd96790d-1a7e-41f6-81b1-910afacc313f,P,0,True,True,6707033224
145960,5f8084d3-25d4-4fb8-8856-4c0120b9000c,P,4,True,True,11783979760
978612,ea789c0a-6ab1-4e57-9b15-0e15f1809014,P,7,True,True,11791418992
367117,70d0d688-ce7b-4ac9-b9fe-6f7fb1e5c32d,P,6,True,True,595851832
460268,25106376-2133-46c7-9f96-2e83ee22d97f,P,1,True,True,5840212520
302113,4697b11f-f5c2-4142-b2cd-4ecb028ed23f,P,0,True,True,1935140528
882479,a62dd1f1-3a64-4989-b9fb-a5ab5daf3980,P,0,True,True,10909607072
38373,022b8979-de07-4757-8aad-cde2cf2a6b08,P,6,True,True,5098195032
137917,58f9c946-95e4-495a-bf12-5d6c332777af,P,4,True,True,19797548296
742800,f335b4d6-c74b-4d51-aef3-884801a97f8e,P,3,True,True,4436670280
847750,6cf20be2-073d-49f2-a76b-ddef965fdf4f,P,7,True,True,184421920
315890,0d27369e-9378-4f30-a829-c519c164a151,P,1,True,True,99440136
702940,b35c9d4b-3301-41ce-a1f5-be9afa8c9b60,P,2,True,True,5908470280
279076,d54704ed-2726-4bb5-8131-942bd80700c9,P,2,True,True,8759961408
695643,25001e4f-a819-49bf-a9a8-29d9f865d2be,P,0,True,True,13988321968
772851,0ba22688-aae4-48c7-8444-0051ea36b013,P,3,True,True,6847005696
718609,11a7307f-ed13-4d68-93d8-86ce41626037,P,0,True,True,7771690416
56351,0954060b-19b7-40d2-8727-7040dd1c7fc0,P,0,True,True,8736424104
576737,c3a55e0e-ed50-418c-81d8-6d62a26dade9,P,5,True,True,9984168080
27311,b0de4426-4344-4f8b-951e-407f3aaf8a03,P,2,True,True,7510182688
711481,a1ab1cae-d6e0-4b87-824a-03def14dfbe1,P,6,True,True,7578139728
600624,d0ab61e9-a6d8-4210-91fd-4dcae7ba571b,C,12,True,True,35095203296
747040,5b8d496b-4e7b-4fc0-99f3-1789e8d09c5d,P,1,True,True,10395936648
173180,05170326-07be-4539-8e86-47c3672baa68,C,10,True,True,216323422008
430348,3b63315c-0f2b-4466-89df-3d0e9d6d00cc,C,10,True,True,159609818616
615336,999ddce1-b336-43f3-8a5e-d017e42f2005,P,2,True,True,648263040
377623,c336417a-5fb7-4b54-a29f-e18eba134456,C,10,True,True,4174801984
779204,c254462e-115b-4385-bfe0-87c141816ff7,P,0,True,True,4719452320
530614,327d0eae-5f0e-4b4c-82ae-3db2269483d0,P,7,True,True,11640903744
654821,bd0f2a8b-1ed4-4182-ba8b-d9e23f8101c5,P,0,True,True,1949960800
427955,5d0587aa-1cb9-4fac-8b76-3488d808a2f7,P,5,True,True,4274293504
567022,ae55c39b-bc14-4e3b-81ac-d7449042159e,P,7,True,True,87878704
577877,86b237a4-5283-418a-992e-135e482122e2,P,7,True,True,18186366016
289536,803a0d40-4a32-4ab9-853f-8ec0930bfb21,P,1,True,True,4986593440
224353,26acc839-52b2-47b5-ac74-295a00c11b5c,P,2,True,True,14965676080
848989,9a5dab6e-e710-431e-9b55-18154144f9a1,P,4,True,True,13448686792
594574,06fff9ec-9ea4-437b-9f26-ad4a6a84cc58,C,11,True,True,5283053368
181054,7a2738c3-de15-4fce-990f-05d3e425a7f5,C,10,True,True,140941226184
307860,903f2351-a1d4-4803-a712-dcbf60d33518,C,10,True,True,161463892016
765751,19b0ee48-15db-4e2f-8166-6a650be88aa6,P,5,True,True,20558875312
361403,3b947599-4800-4530-bd54-a44c1f03f0a4,P,4,True,True,10579299296
383814,9c051e8b-10b9-440d-8fe2-f4daf33dc836,P,2,True,True,406265880
947391,54e4fdef-b95b-4e0f-9159-ff1adcc249f3,P,2,True,True,783049296
700770,46c11161-511e-4e67-8080-3686bf7f2fb7,C,11,True,True,104488430576
87119,437ba747-23dc-4255-843a-e978023764a5,P,0,True,True,6082052816
780450,14e6b441-fb03-4d22-88be-a5ee47e4abff,C,11,True,True,56631232456
343665,d9219707-760e-4372-a186-feb87ccc73c6,P,7,True,True,19695609608
706753,b4ff52b3-87cc-45ce-a533-d1986925b9e0,P,0,True,True,1238360824
520010,e187725b-cb83-4ecf-b658-bb65aaae1ed8,P,7,True,True,30169876720
624548,a26ba69f-4ffc-4b48-ac3d-07312323ef0c,P,5,True,True,14244807720
821292,b1a4848b-bbca-444a-b967-e2657772a686,P,4,True,True,1361481960
109455,6ff76fae-d36c-469a-90b6-0d7a3fb433ee,P,6,True,True,5872350656
737864,1c27b251-8996-4173-913b-2b6c4fdeca2a,P,2,True,True,5278734872
74305,5112a6fe-2d19-4884-8ac3-cea4166987cc,P,1,True,True,3794495496
367031,44eef48c-716b-4dca-aba2-c9b3d6832fa4,P,7,True,True,8093343488
321852,f69b5981-e782-42a1-b087-f980711434cb,P,0,True,True,5021631392
435527,cced12fa-5be8-4cd1-a5e9-05b4b1979a8b,P,2,True,True,2229671832
448169,b936e1e6-388e-4b70-97f1-38024434e12f,C,12,True,True,42428104632
314762,07d8285e-b4a4-435f-b4ca-c2845d4bf072,C,10,True,True,342968536
918191,73e94944-d607-4287-ba46-95df644172c8,P,7,True,True,1682902832
626554,40d623b8-104d-4b48-bbfd-deaeb0b9cf2d,C,10,True,True,5820509104
78097,1698d4f2-7979-4390-9877-b2c582d98d5f,C,12,True,True,176862528824
834073,92614050-1e4d-4381-bc0f-f8502f3c08b5,P,2,True,True,4137948616
89902,cc298640-53c2-4112-b3e9-486d74d99886,P,1,True,True,1300162216
38678,0172079e-1503-43d3-84d6-17fd1b21ee62,P,6,True,True,8843303744
238952,a7f80df5-05d1-4012-ac55-ad0df0453883,P,2,True,True,4141798496
561415,34772c5b-4ef0-4109-b27f-3503504435bc,P,1,True,True,5074767672
777681,8194548c-c287-4e65-9b14-07ada82f10c3,P,7,True,True,121258368
480150,b337b381-75f5-47fc-9182-736db1fe9827,P,6,True,True,2022282224
974416,f8faff0e-aceb-41c0-9781-a1a57a96b159,C,10,True,True,211722268696
258582,34e3bc68-3946-4e09-b182-b86fa3e9b4df,P,6,True,True,463154512
799447,3a7c1042-40c6-4714-9624-a9faa69923a1,C,12,True,True,28797540440
274790,ebc58da9-956e-442a-b8b8-2a28dfefa8df,P,2,True,True,10571505416
747614,ceba9fe2-31dc-4dd0-8a9f-bd4d01cb9fdb,C,11,True,True,195210615664
